run_tag,created_utc,model,game,social_distance,money,rep,raw_response,share,parse_error,latency_s,share_pct
20260115T130317Z,2026-01-15T13:21:49.431182+00:00,anthropic/claude-sonnet-4.5,ultimatum,2,10,1,"I need to consider this carefully. The person at position #2 on my list would be one of my closest relationships - perhaps a spouse, parent, sibling, or best friend.

Given that this is someone extremely close to me:
- I would naturally want to be generous with them
- They know me well and would likely expect fairness from me
- The relationship matters far more than $10
- An offer perceived as selfish could damage our close relationship
- They might reject a low offer on principle, leaving us both with nothing

With only $10 to divide and such a close relationship, I would want to offer an amount that demonstrates I value them and our relationship equally to myself.

I share 5 dollars.",5.0,,6.193113565444946,0.5
20260115T130317Z,2026-01-15T13:21:55.828892+00:00,anthropic/claude-sonnet-4.5,ultimatum,2,10,2,"I need to consider this carefully. The person at position #2 on my list would be one of my closest relationships - perhaps my spouse, parent, sibling, or dearest friend.

Given that this is someone extremely close to me:
- I would naturally want to be generous with them
- They know me well and would likely expect fairness
- The risk of rejection is real if my offer seems unfair or selfish
- With someone this close, the relationship matters far more than a few dollars

With only $10 to split, offering roughly half would be both fair and safe. Given how close this person is to me, I'd lean toward being generous rather than risk seeming selfish.

I share 5 dollars",5.0,,6.842705726623535,0.5
20260115T130317Z,2026-01-15T13:22:02.876522+00:00,anthropic/claude-sonnet-4.5,ultimatum,2,10,3,"I need to consider this carefully. The person at position #2 on my list would be one of my closest relationships - perhaps a spouse, parent, sibling, or dearest friend.

Given that this is someone extremely close to me:
- I would want to treat them generously
- They know me well and would likely expect fairness from me
- The relationship matters far more than $10
- If they reject the offer, we both get nothing, so an unfair offer risks that outcome
- With someone this close, I'd naturally want to share relatively equally

With one of my closest loved ones, I would offer a roughly equal split, perhaps keeping slightly more since I'm the one making the allocation, but still being very generous.

I share 4 dollars.",4.0,,6.592311859130859,0.4
20260115T130317Z,2026-01-15T13:22:28.681671+00:00,anthropic/claude-sonnet-4.5,ultimatum,2,3000,1,"I need to consider this carefully. The person at position #2 on my list would be one of my closest relationships - perhaps a spouse, parent, sibling, or best friend.

Given that:
- This is someone extremely close to me
- They need to accept the offer or we both get nothing
- $3000 is a significant amount
- I would genuinely care about this person's wellbeing

With someone this close to me, I would want to be generous and fair. They're likely someone I trust completely and who trusts me. An even split or near-even split would be appropriate for such an important relationship. There's virtually no risk of rejection with someone this close if I'm being fair.

I share 1500 dollars.",1500.0,,6.221965551376343,0.5
20260115T130317Z,2026-01-15T13:22:35.108730+00:00,anthropic/claude-sonnet-4.5,ultimatum,2,3000,2,"I need to consider that person #2 on my list would be one of my very closest relationships - likely a spouse, parent, sibling, or dearest friend.

Given that this is someone extremely close to me:
- I would naturally want to be generous with them
- They know me well and would likely expect fairness from me
- If they reject the offer, we both get nothing, so the offer needs to be acceptable
- This is someone I care deeply about, not a stranger

With $3000 to divide with one of my closest loved ones, I would offer a substantial and fair amount. Being too stingy would risk rejection and would also not reflect how I actually value this relationship.

I share 1500 dollars.",1500.0,,5.498787879943848,0.5
20260115T130317Z,2026-01-15T13:22:40.810286+00:00,anthropic/claude-sonnet-4.5,ultimatum,2,3000,3,"I need to think about this carefully. The person at position #2 on my list would be one of my closest relationships - perhaps a spouse, parent, sibling, or best friend.

Given that:
- This is someone extremely close to me (position #2)
- They can reject the offer, resulting in both of us getting nothing
- The total amount is $3000

Since this is one of my dearest relationships, I would want to be generous and fair. A roughly equal split makes sense both practically (to ensure acceptance) and emotionally (because I care deeply about this person's wellbeing). However, given the structure where I'm the one making the offer, a slight asymmetry is reasonable.

I would offer an amount that reflects both genuine care for someone so close to me and ensures they would accept.

I share 1400 dollars.",1400.0,,6.405556678771973,0.4666666666666667
20260115T130317Z,2026-01-15T13:23:05.853415+00:00,anthropic/claude-sonnet-4.5,ultimatum,2,250000,1,"I need to think about this carefully. The person at position #2 on my list would be one of my closest relationships - likely a spouse, parent, child, sibling, or dearest friend.

Given that:
- This is someone extremely close to me (position #2 out of 100)
- They need to accept the offer or we both get nothing
- The amount is substantial ($250,000)
- I would genuinely care about this person's wellbeing

With someone this close to me, I would want to be generous and fair. They're essentially family or equivalent. However, I also need to consider that:
- They know me well and would likely expect fairness
- An insulting offer risks rejection, leaving us both with nothing
- Most close relationships involve mutual care and reasonable generosity

For someone at position #2 in my life, I would offer a substantial and generous amount that reflects how much I value them, while also being practical. A roughly equal split or somewhat generous offer would be appropriate.

I share 125000 dollars",125000.0,,7.369896411895752,0.5
20260115T130317Z,2026-01-15T13:23:13.427839+00:00,anthropic/claude-sonnet-4.5,ultimatum,2,250000,2,"I need to think about this carefully. The person at position #2 on my list would be one of my closest relationships - perhaps a spouse, parent, sibling, or dearest friend.

Given that this is:
- A very large sum of money ($250,000)
- Someone extremely close to me (position #2)
- They have veto power (must accept or we both get nothing)

Key considerations:
1. This person is essentially family or closest friend - someone I deeply care about
2. They would likely reject an offer that seems unfair or insulting
3. With someone this close, I would naturally want to be generous
4. A fair split reduces rejection risk to nearly zero
5. Even half of $250,000 ($125,000) is life-changing money for me

With someone at position #2 in my life, I would want to share generously both out of care for them and to ensure acceptance. An equal or near-equal split makes the most sense.

I share 125000 dollars",125000.0,,7.137216806411743,0.5
20260115T130317Z,2026-01-15T13:23:20.767250+00:00,anthropic/claude-sonnet-4.5,ultimatum,2,250000,3,"I need to think about this carefully. This is an ultimatum game with someone at position #2 on my closest relationships list - this would be one of my very closest friends or family members, perhaps a spouse, parent, sibling, or best friend.

Key considerations:
- This is someone I deeply care about and have a very close relationship with
- The amount is substantial ($250,000)
- They can reject the offer, leaving us both with nothing
- Given how close we are, fairness and their well-being would be very important to me

With someone this close to me (#2 on my list), I would want to be generous and fair. This isn't just a strategic decision to avoid rejection - it's about sharing with someone I deeply care about. A 50-50 split or close to it seems most appropriate for such a close relationship.

Given the very close relationship, I would offer a substantial and fair amount.

I share 125000 dollars",125000.0,,7.420122146606445,0.5
20260115T130317Z,2026-01-15T13:23:44.719869+00:00,anthropic/claude-sonnet-4.5,ultimatum,20,10,1,"I need to consider this carefully. The person at position #20 would be someone I know fairly well - perhaps a good friend, extended family member, or close colleague, but not one of my absolute closest relationships.

In this ultimatum game scenario, I need to balance:
1. Being fair enough that they'll accept the offer
2. The fact that this is someone I have a meaningful relationship with
3. Making a reasonable division of the money

Given that:
- This person is relatively close to me (top 20 out of 100)
- They need to accept for either of us to get anything
- $10 is the total amount
- I want to maintain a good relationship with someone in my inner circle

I would offer an amount that's generous enough to reflect our relationship and ensure acceptance, while still being reasonable.

I share 4 dollars.",4.0,,5.698901176452637,0.4
